habilidad,habilidad_key
Halal,145343d16dfebdec9d2fd76d463dd45b
Khoser,56a42429f29e6182fa64ab9bd254c37c
Eurotax,4ebd82b860169d644edaf0e45ae5f311
Cost pricing,0bf1b898b0cceeea5844ac8f6137c3b8
Matrices,b77554d30d28b9e2f0d6b3640ff9175a
Valor residual,114fdeb42b80e85aa826518c1df8a673
Conocimientos de sensórica e ia,5e07264cfcce5b981d9564b3f2bac005
Servicio de cafeteria,3eef1780193953d0934d7b06fd5a1388
Prefirma,b13316e3be603c48dd6b479dc9a6d4ab
Notas simples,ad6ad3509e7a4dec2b444c12cc9cb738
Postfirma,d230e69efe8c8283345e3f3dc4a4c96b
Minutas,eca4519fc7635ee0839134a549df7838
Closing,5c8de6f894682fdb1786037b2040a26e
Escrituras de cancelación,9f263a2e58883d5ac614cb4f53052928
Compra-venta,92de666ec6e5cc4b1999d4245bd04204
Firma,797b203e111a213f0b557af23b023feb
Traducción ruso,bdf68fe76df6caefe5bda66644d5e8eb
Conocimientos erp navision,0bfede53e4e8d54540e3464a15238422
Agente de ventas,e6dd6c2c07714fd73ab1265929fd00b1
Vender a clientes finales,4892c90a2c22090703bdab3afaad192c
Acudir a agencias inmobiliarias para vender el producto,36b08893b0ffcc47f7a9558d09f9da6a
Hsse,431e18d8a5284b3e69938de907d6007e
Protección y medio ambiente,14a70e7f7759923a6bc171df193762c0
Contrato epcm,8974b059b0d6b2bd2607733330f30a72
Asistente dirección,2b8ea0b2c270c475534716943b4ff0ef
Conocimientos de electricidad,b64a90f13710cdbb63b72b22a92e1916
Conocimiento de iluminacion,d0a62d1c5854dbda0168c16c186d98a9
Order management,d4404362aa07bc22fd82bcfcfc7563d9
Entrada y revisión de contenidos,107a5445ef159ff087b3b04762317c2f
Oficial fontaneria,66e4358bb55f1e77cd8812293a2a5c8d
Pipenet,a1829e3a28a80d296b139df3135b7872
Experiencia en decoracion,fa20daca4b73707ada5b04014600d3ba
Tajima,1195b181880cf3f146ef63ce9fe4bfa3
Secuenciación,a3be9702f303ffac5c1c9c20271bc235
Asesoramiento particulares,3f40b5a8de646febd23a10ccd89392eb
Derecho de la seguridad social,d4f740933b0e4ab5cd986077a889fddc
Pozuelo,90f82f9ee1bf6286d786b8088acd06da
Auxiliar de cocina,a15848d4fbe3ebae794883b610ef3db5
Manipulador,9384577a114182eea1827a098b1f7075
Elaboracion de menús,82321aba96f602f74b3f9a098fa39d7a
Gestión de crisis,73666b01895c48a4682dab1cac4008d5
Convvocatorias de prensa,80d5b5137c3ed763baf00024b889cd86
Press clippings,9351edf804bb5f660db380ed0b84edf8
Redacción notas de prensa,5c527341245b1156d27458a66ce0047e
Ruedas de prensa,5776b9902cafe6ea954e720031f1ab07
Redacción de comunicados de prensa,7436b34a81513ee6f662af0eb0ad8b14
Gestión clientes inglés,2f6b09f4cfe6963600c1b2f0e4b13adb
Financial analysis,919d1450dbbb87f10fca33fbe83bccea
Sales trends,ed247138f23a1027706eec752d6b0991
Microsoft certified professional,128f156e71a46963a0c344dd3a733cf0
Hpe proliant,12f23c62ba62ec573beab3b1e79acf63
Soluciones ti,ca323ef55900926131be58dfd1d50746
Obligaciones fiscales,a92f9709933a757be228258d22c81660
Carnet instalador de calderas,20bf2e4ea73769c202a7c6601b3ebf81
Técnico/a laboral,f3d7c039ed1c33756965f5846969ae67
Transacciones,7522349724864d26f629cf2c8f0d56b0
Kvm,720f0a70a4b1294e6cb149a5ff3d20ab
Av,ad2697c1f984904631df093d9a8b0360
Industria metal,d475cc010342b3a2d6fc3d2ea22e9489
Galvanizado,c58c1219807dc8a37779f3f1e39681b4
Fidelización de cl,76c40144113c980af4d91d9062e0c633
Scade,1afa2a23bd25b7fa4f7c3f6039d37ced
Conocimiento de productos,8feec4a64782f17482d42177ba6f0828
Sap mdg,2b2fe64221354cd6de9715d851e0bb0b
Stibo,f210f90356410a09748d1c9b5ea0939d
Oracle analytics cloud,41af0c72d41b7b9bd87f1b93227fbb74
Informática powercenter,34d6d76930dc6ac56890c1512c2bccfa
Informatica mdm tool including the informatica data quality tool,d21edfa45ff3f18c82de1251f16aad1b
Servidores de aplicación,4d506ca2ace66bfee8d3173caf0ab65a
Gestión ambiental,00415e86c2fbf0601037c4af5fbd1341
Getión de seguridad y salud,d80b631006a5c5735e53d61170d0379f
Redacción de políticas y procedimientos,dd3dc97d5ea874d8ec5454522d283c8a
Tràmites ambientales,fa66af0438caf8a1e786576519d2e071
Inspección de obras,08343cdfa4d6fdaeda7f1882a7936c57
Apuestas deportivas,b98e896fa6e6ba1fd8e1423e5efffea5
Calidad cliente,68176fc64e573e88575cd749385cafb3
Gestiones con entidades públicas,a342bf3c95e0bc088a1fa63e631f1586
Sap_bo,c69040974c5b4735474ce655b53654db
Gestión telefonica de clientes,2ccca576f944759ba7b03900c93691c6
Despejes de línea,f4de7dc69d7c1d2ca28178d071d85296
Normativa gmp,ce10a52b79018713e9eb52f13663663e
Desarrrollo de equipos,1152f05e29ad8e62dcbaf7dd189111cb
Enseñanza con niños,90238ee3c3a5dee252461364cee91869
Tareas aux administrativas,c89e287f6e25d1fb19c47824c9e8908c
Amadeus nivel avanzado,2dd64dd35cb8f67451403ac20b4d7086
Maquinaria de elevación de cargas,14f0d3e5333fdfaeb3f70fbe5280e43c
Venta de maquinaria,815ce8d5094e3fe338d71cb926d62468
Office manager and operations,4cb80456332932b22fad97e8b3a90e03
Ficilities manager,b35f74e8f12ea5258a90c1344fe048d7
Facilities assistant,4e92793afd6414601b9375854e71d0fa
Facility manager,402992d16fb0d9bb015daaabce245445
Mastercamping,937038630c495d1a37128a7ddc8da28c
Cine en casa,06e94e47c2541d0ab6be0cd665ebe1cb
Instantly,d99330f39246e0b64e7a999ac6a0ad24
Ventas on-line,ec018dfacc04c9c9531b5b09b6246d3d
Concertación de citas,caef89dc49d9e8a016218939db181a8d
Compromiso con el puesto,4205ea02c50ec2bb0f1e3da39cf0d4b6
Matematica,d31427741a8ea33e03d1f4b046df7fe0
Didáctica de física y química,64b91b8a94f5575a6dca14239ba21934
Tercer sector,4784ef834b0553dceb4262410d35cb46
Difusión de la formación,e8aec76e4f45fe77891716e9995c8fe2
Dirección de proyectos de formación,757fbf32b5cecfc26ba3263476959b03
Presupuestos de formación,1b15a486bc5fc2ef408a98a7560df851
Selección de formadores,7917a080af4a1fe427a99365dc9a830f
Dirección de formación,cdb6c007426c73393ab528d97c309861
Plomeria,64e24bcbf6187862694279b497896910
Informática en marketing,015a1debbad23063f1265ed9098eff1d
Control de personal,bcec6a040e8afcfe378c4695c859f9b6
Elaboración de comida,af12f4fb36d568a15c12132fccf23ceb
Escáner,34d0481f147a2b3c3e78ccda9ed7dd60
Piezas aeronáuticas,aa768756b0ab22f2cef8b5755b86e6fa
Engrase,c1255a0add9c8ce9a6c611914a2517df
Baños con químicos,1848282a5dfa2a1217e2a8ed7a700f9e
Declaracions trimestrales,28e70129d130d77fb2ce62d8eed39f3e
Inspección tributaria,b49b9d97812baf031861b677940b5693
Programa a3,ff02d70c22ec48c43f7292e0b342cbff
Productos hogar,53e8a94c602a72468f4bc2381ca203df
Suse,403f5d2e0d35fd03d5596c275ba99340
Azafata de eventos,3a6a8b9be914ca2e7f368066aeada4e3
Pie de calle,a26bc7516173a0bcb822e0424bc48ac0
Cobro tpv,6aa5639a7eca090629ab9eefda4b524f
Tomar comandas,da96962d1db6b4acd09f6f87b44a4221
Office a nivel usuario,fdebe55dabddb32cfdf3ee6655958482
Instalaciones frigoríficas industriales,221e709fb223c84c2a567f2704a0bd0e
Alexómetros,32e0d0b155a9d510e63fc6270b64c391
Experiencia en el seguimiento de clientes con crm,31057478b4c6f5f0b0caba6dd3c2cc6c
Autoformación,1e5e3169e051975b9f67d6fefd925e34
Retroexcavadora,f64ebbd47ee75c2349f78173fbe21100
Operaciones de albañilería,a350ecab784bda9e069405c261e6668b
"Utilización herramientas microsoft 365 (word, excel, teams ...)",24f1b8a6b231f1dfa9fa4f5bdeceacc7
Diseño de estrategias de marketing,a1c32fd3354d0d55751a17f112117a84
Tortillas,97d5e61ae167d9ae6916d73946f1da92
"Combinados, aperitivos y bocadillos",e4186a7046d05dc9272d7f4ef251cd5c
Memoria,46f8e2e6bd7c9c8b6b806cfa3057ffae
Destreza manual en uso de herramientas,e0f860be4226d257e0a2fa73e2569b10
Sector bancario,113df91289a4f1147c2a8883f5b951d2
Híbrido,7d36ddf49fd39f225c2c7600a0b5ce2a
Host/db2,37e77d21660d94e98965d978a4524639
Producción alimentaria,40d7279e8c0e9194f126bbc4ce5536fe
Maquina de corte,cb1aefbd0e5a76517770cf8543482d97
Chocolate,6ea408ea56e8b710aa240004af7580c1
Elaboración de chocolates,ac481c00cee5e005ed4de41f591315bb
Habilidades comunicacion,6dd97935a3979716557227b85d769d3f
Talleres clinicos,01a49f8b180fb5e3a95d4a125255e3c8
Técnicas de ventas,a570683bafaff2325cabe26ea3f92096
Disponibilitat i flexibilitat horaria,ede1d1f286aafb7671068ff4b236d853
Capacitat per a la presa de decisions i resolució de conflictes,7506d32218e7a0e79b5dd67d109979a5
Interès pel treball amb gent gran,0465a946390824c571419405ab40cbb1
Disposició de servei,b9b1f4e842913c67598aca11efae9134
Sociabilitat,30c0fbab72a229963d092db75be10644
Sap co,5d875d2cf4c4e84850b73b3fa36f92fb
Sap mlac,e0fe7bf0cb76878ca809b7cfde36058d
Sap copa,9f1c6f002a7f268af907cc2b6fd1ba4f
Dominio de distintos dispositivos tecnológicos,07dd2325fdec06b1fef9788d3c80124e
Capacidad en atención telefónica,dc21663d8ade5bea359caa3808a43f57
Dominio completo del inglés (hablado y escrito),d7cac28c029409825fd367e4f124dcc0
Dominio del whatsapp business,9bb0f0ca83537f0a273f5291338b1cf9
Venta inmobiliaria,c7db6372f791318bb7bea763259620f6
Baño,7ee1e0f097ef7e7ee9e2c3020ca8f17a
Toma de medidas,e5b5ffc1549bba113aba4b24b6889634
Irecepción de hotel,436c0b6f5a4b8ec28337a5ed76bb343d
Maquinsta,3a2a13b2b86d47f41fed1b52e824e6d3
Habilitacionguiadeturismo,e8f6a4372cf855a3c35022509f9be20b
Bookmarks,7a69d6b27362b48011a2a09c56e04bce
Visuals,ee24c7ad04dbe7e3f552c7671c58d0fe
Conocimiento erp,24a06a49816d5404abf1f683dae8185b
Apps mobil,4c014db076bee9b26d40d8a301290ce6
Auto parts,e6ad2557f2d74da83e38d2ac5cf317fa
Políticas de seguridad,660fde56900f0f258948c11d396d3eac
Conocimientos en hardware,061edc134f11399b3f5c4bc61faa6b6f
Contratos laborales,90ca9f29e5930667e353c9e557531bd8
Contar,8736fa4e92cbca888cf3dc48efa6d682
Certificat de discapacitat,53aaf49c204373ffeffe0e72653e2093
Predict,76801fc396f13051b0afd9f8db4eadcc
Información y formación de productos,f3e7a97b9096f4353944cb20f2862be6
Asesor formacion,6c452c1f69adb2246d124ca06cf22689
Hotel 5 estrellas,9333bacb2ef7a33dc0fabc92466d1f00
Camarero/a de pisos,df20943fe8903a9b395704c8b16ad0ae
Devconteiners,97167cf516381af682cf1728079121a6
Cortador jamón,72af8bd6c0990696eb4105ad0d037f5e
Electromechanical,2a77a47a964322ad88074f768d8534c3
Portuguese knowledges is an advantage,abcf0302db058652d4a49a2b67d49836
Uso de base de datos,383cabe7a5fee49b6a54667830b9a975
Calderero industrial,6d571f26b99e8ee490020a92cd4553e1
Planchista industrial,7043f0a009524eeeca53107c0f836f5c
Mig y electrodo,c0f8ef5b37bcd39812cf3f6d9918d4a1
Manejo de prensa y plegadora,4682c6512564bc1da291bbcf2b2eceb2
S.o,62a5a60554de5629cb8670652fb70c3a
Activedirectory,a75119e4e3f5f995cc8f171daef10628
Maquetado de equipos,248aaad0664628c87de4d73c9091ef48
Bb.dd,8dcf3bfefb46c3f3aa04cd2011a5a1e0
Operario de linea de producci,28374877e0c55c51dbe4c16989c11abe
Atención postventa telefónica,8c491e6787f263d06983c030850f2104
Experiencia en barra,7b46cc7821d44a73f9d6e0a3dcb166a5
Certificado de manipulación de alimentos,7fbb1a33f91fa84c55683f2ea2013434
Windows 2000 server,df35b693e0a544c0614b90d78fa16be4
Archive director,2f205ff14509704996504606c6c7a1d4
Habilidades administrativas,0aa17be0b0673304cbc1c539c19d5c5e
Apoyo al departamento comercial,95aa542a33089ce7beafd1bb59f8ef30
Acero carbónico,35f14dd6fcf495a11178a4ec86e197b6
Servicio de comida y bebida,52a00867d0cbf8045930f14e98cfa17c
Camarero extra,c295a128c4949062e0659b011ae65a7c
Herramienta electrica,087255ee49a5c7a55b854501779d88d8
Manejo de herramienta manual,79d80bb2255d7a2e042ef1b87453eebf
Normativas de producto,b531014257fc175ddc841c860b0945c7
Análisis de registros,03f05170fa158d14678f86d75d2011da
Carnet manipulador alimentos,ebd4bbbac0bd622f84647be47b288de0
Limpiador/a,91a919ce5b9e225b69769bdc9b7bc5eb
Freganchin@,43e74191ba9484cdc659abc8bf9398af
Auxiliar cocina,b42f078565d515645227557c3cc38328
Mantenimiento preventivo y correctivo,da7c3fb02d8a96829d47fc50001f3cc1
Electromecánica motores diésel,9a1c9410e3d98196b7bae6f3f7b5529f
Misse place,cf61f33cdad4dd865505bd241da2fc85
Riesgo financiero,6c71e8045ef1ea117685bd3f3a68be53
Base de datos relacional,21f762220272debbf60d3944a7ad484b
Recgepedidos,ff8e91554352d913f27a96686b069463
Documentación sanitaria,4f1260989bf9ba24bdec4d7c3c133e0d
Servicios salud,d9e590bc44236fe0cd653da2a2a1f788
Buena práctica clínica,9795f567f303aaff627f273965083c78
Orientacion al detalle,9c1496ec748eafb67fe58a26f3da1b14
Masaje corporal,f5295cc25b335910bc530f7747690100
Inglés nivel conversación fluída,6a4a2e68ee6333b2ffe820be42796e07
Extranet booking,24386ca833952febdbb631c2fc5813b9
Programa contable,36d6b6c45fea9eb19a898a1885bceeef
Gestión proveedores,e48d7c7d8b990233d705244c81712569
Gestión contenido,7d645604c92592c30e5e49cedf82cf58
Taxes,719fec04166d6fa75f89cd29ad61fa8c
Audit support,18fe204bcfcec532a5ae7786d34256ae
Treasury,20e968a2ef4cbdc5bea5e34d0b1e7333
Ejecutivo,adcbb35328ae1aefbbe865cd360630c1
Pre,fb55a965b77791b31ffd2bb548f71080
45001,fa028cf21c88b7a84194306e1b37968c
Cursos de enología / viticultura,02354b74f5ba4faf97b928c320947b05
Cogeneación,01c69fb57a9de753dae314bba06b4eb1
Adwords,d734e9d9c23cfe1ee77379cd9c6758ab
Office automation,87c1255361abfce3666581dd2cc55ace
Mudanza,bc83e1f60d21adf3d784117118757b1e
Traduccion,8200a53a5c0d4e040789244f9c8d38b6
Comunidades online,3efb779f00896ba260e2f86483d406f9
Games,251bd8143891238ecedc306508e29017
Juegos en línea,03f183e41631c6d2d25d81aed5f0d319
Virtual,615e6f9baca5553d44683a098d342b70
Ingeniera,d24d3cdc3e9aedaaeb2330aa93adfb16
Core tools,e95e14de20ae91813b3695b36eb6ffd6
Quality management,66990495fa4bbce6758bc61815d8cd9b
Linea de montaje,0e5c068298092300b3f8b72e41a9a9e1
Los propios de ingenieria superior de especialidad mecánica,c41d3440bec8e507e7d2e5c00d576d55
Introducir albaranes,aa25f9f7aea3b4c336e708d388293237
Growshop,89920c073eec7f4c8fcde4a68576d1ff
Organización del stock,91d1655db1636f346d2f11bae6e8477a
Indoor,68fef174f6def745077ea7e806dc7cfe
Elaboración de alimentos básicos para cafetería,049d8bd9a3032b4a337be4a2296dd328
Preparación de sandwiches calientes y ensaladas,91213ac5b7d577f8aff62cb725ee0972
Aptitudes para la comunicación,6519750484a6411bf9d42e7bc6df8992
Electroquímica,ee902180cec035f645452bf00909ec61
Experiencia en la implementación de sistemas de gestión y herramientas administrativas,b28d5d083c8966c84c77f0b29bf6dd78
Conocimiento profundo de los principios contables y financieros,4964a8bdb6d3b688bb0b51a6c3be6e24
Instrumentista de quirófano,0122ca65b4cc8c9e937d77786526437b
Professionalitat,289983ce7afac62d32a1c6fb632711a3
Capacitat resolutiva,2ac4cbe6e2b4e95a18a276b01e1dc072
Compromís,9940bcb434991656d105dd4cdff5b7cd
Polivalència,9ee9613feab2c3ce58a724f70ae4cd54
Flexibilitat,4ef53712d3aa8c5d83fab300fee1f837
Nunit,da72fd5b069c11209b63f210232b2d0c
Prl de 20 horas electricista,5124fac6d4e103681f1a14c8681e2133
Redis,e111446745a1825b862f8727ae63bce4
Linkedin recruiter,39805ab17a5ee607b4f7edcb09c700d7
It recruiter,81bae7d2e70c60c17d4696c52c526120
Sap cs,4398a86fa0dfa6f2a07dee004c74a47d
Sap commerce cloud,ac194acf0f82c28cdf23e42bfd3be667
Vass,036dcb678efabc10c589bff14f71c6bd
Typecript,37b6e45166b0e953ced953fb7b3b8dc6
0,cfcd208495d565ef66e7dff9f98764da
Control proceso,f4837e8835f2cb38eda37a5aa37fb1b8
Pala cargadora,db885307fe8836d6b66cf144de3940ec
Entradas,7216b1f97e42b47ce60cb3573ef2e48d
Sendinblue,15a127e9acdecdeaade9ce48350022f3
Gestión del entorno intranet,43a18bbb30ae875f179923ca90291987
Erp/mes,af5b607f05b88e325b489800e524746d
Step (siemens),9fff3eda49f1d3e338e90d6efe4baa59
Estudio 5000 (allen bradley),8d055737509ba064b8f82d3e9ae64dc4
Plc y scadas,c2dcbcdb7f914c3f9c68f26e4614e4fc
Sielectrical,62ab06c1f770765702b793e8b84f2a6a
Metodos de pago,b1a52bffe2a74506b2a590dd317797a3
Normativa calidad,0122a551cc3c963134e21f0f64c663f6
Sistemas de gestion,2a1a41522f5c604ac17fc02e021dc574
Auditorias internas,e86e896e75f15e4eabf410b1761b250a
Informes rendimiento,790e64882ebb8ceb88ce7e8efa0e55bf
Expreriencia previa en ventas o servicio al cliente es deseable  pero no esencial,e1311641687b3af06f791ec2ed83d581
Actitut amable y proactiva,0ac6808084d5592fc7b3b056ab38f49f
Alimentos y bebidas,9ce7e2a1544ccf6b24b08bb300e4960c
Concertación de visitas,25e59aac042af9a37a6ee8be7e62b65d
Resultadista,7dc2cd3b6c6b44e881bc089c0a5c31c7
Apasionado/a,cf9bb88e0919ce0734ad1910652069f6
Peajes eléctricos,8f1785d1d9db8cdfb39e6cb1cd25cf35
Vxworks,67fe44942ff26694d37c1c71332e7e0a
Fittings,d09d62db3bd58a3410ada7a3325a9eea
Gerber,4b24f93f40a644d2baa8aff4daf18424
Look,4f2fac7b928aa8e7d8bc73d99afda243
Artes marciales,79bf5f0ea7f826ea8a0d0b0307ce912e
Pc,d30fa5df511320765763b972909c4a92
Hw,87a54fc83cddda1830c36628ab2c5ae6
Recicladores,26615c4dc3995842c0d3b62a96af694d
Cajeros,95febf9188f983249956756151453af9
Mantenimientos y almacenaje,4055fe38685982dfbb7eb89762b05a06
Experiencia en planta industrial manejando procesos de produccion,431a2aca65c7d3b5bd9804691914a00f
Habilidades de comunicación para trabajar con equipos multidisciplinares,c5cf78bc5d27f9ccff484af9cb2e81f6
Conocimientos normativos de las regulaciones y normativas de seguridad alimentaria y calidad,f4ff23b1204b9612e8cdf1de23afd69a
Conocimiento del sector de la alimentación industrial,d53d00c29aa4f18a92385fd0845fee7e
Formación en el ámbito de la producción,3d21c94dad41c68c209eea4b00010b0c
Conocimientos de gestión medioambiental y prl,fb56a5f276a75a7f577ba7e14c9ea6cf
Gestión de organizaciones,7ab0ad4272891dc22d87a029677d1687
Gestión de alarmas,40c38b8f984856c07eb48398ee9944d0
Control de productos,df783a26b2018feeb918ef6467f993ee
Pase,95b0fcd65a9c6f3169ab32c0b996ffb2
Primera gama,1c9286987d79af432ebd104ddca37dc4
Cámaras de videovigilancia,dbd6654389d2cb824a94e3f746ff956c
Transporte por mar,f82674ad7a9061c36c7856d9809bfb0c
Cotizacion,df4739fefdcc0e329ac4573e7e025b27
Proyectos ti,3f13fd61fa096c16b7722849f5baf9af
Publicidad digital,b221f67b565afb6bd0b5748878e515fc
Conocimientos en montaje,619ddc3921a858ef9ba9754d137f42ba
Gestión de plantilla,b1b83ccbb60441075c74f20a3dd8ee56
Régimen disciplinario,f148290524037ef180e7b5d87000181f
Esquemas,7904cfabd034feae02019a454416f064
Fogones,395e3cb5430454ef61182ac66707aa85
Fiscalidad de compras y ventas,1f36e54fef3b218e93c5dd16510175a4
Porcelánico,9f14469edaea677c13dc0a6b37542b0e
Eeuu,a6d8aca9c9714b2d07cf3dfd8824bf79
Gres,9e99d2a4ee92c3222c1bfd374ae4cfa0
Captacion de leads,f527799d2e6bdc94ef913f11e585886a
Gestión clínica,2a235b2c1c139d3d24ce9919a23460cc
Marketing deportivo,f9f31fd4e395ba8209bd333f65636542
Comunicaciones de marketing,9407295cb38cb82d6ce69a4eb5bbe506
Carnet para conducir carretillas elevadoras,ca37e5c94438ea936082879f42710120
Programas informaticos basicos,f6aeb06bd5a84a6095aa6345872668d0
Quimico,efb5b5b5e227a16b8a4e80dd22ba37a5
Leganes,02ddccdf13171cf539410c585a5bd229
Experiencia puerta fría,1c3206434baa75e039689550afa15738
Organización de actos de rrpp,089e58fd81e78641216bf63ca989250c
Scratch,a53f4cee63e4f783b0d8dded8760cfba
Diseño de videojuegos,356af5970943511db85466aca98b6648
Memoria constructiva,492c35155dc05013eb2c6963413fb279
Oferta económica,28043397d938836d76e90e508685a41b
Plotters,0652f239ac0ece87d762a6b33675efeb
Laminadoras,ab504bb0516f5b0ec739bac9c327d793
Vinilacion,bfd7b67c6abdf7f46abef088e821ffec
Programa gestion pedidos,c20dadd373d7ebe119df43d33bc6b519
A nivel de usuario los paquetes informaticos habituales especialmente excel,dfba857e7463794b3c953b7788d9dda0
Prensas automaticas,636b5cb698d1f07952e9f069e3ad7125
Análisis de balance,5e229dc62e9a869bd78be151a6a1970e
Experiencia obligada en maquinaria de preimpresión e impresión de  gran formato,b90c3efc8d4673cd01a30a5f922d720d
Societario,9ff944706207c5eb3894740b27cd3dd0
Contratación mercantil,a320e41673dae4a3ccea5d907ed23702
Control hores,23d4d3c2a366cd605b83c0c8815fb242
Control costos,580dd0c83f18a6fdda004cad42fde247
Regulatorio,aef4c267c987767cc52e0414db5706c8
Registro de productos,22ac6475f19093d3d9c7172ee9b67ac0
Desarrollo de oportunidades de negocio,aed7215d8e5205cb423ee30d6214afd3
Control sanitario,9ebf740d82a65c328892f9f55324e27c
Gestión asistencial,b7ae10d1f0b03ffa0840f403c43dc11d
Tecnico de mantenimiento,30b6be2724359827d7d86cde9e56d16b
Tener habilidad para trabajos manuales,3e86447a3660ed52258a16a71a9710f3
Buen conductor de camiones,3f83d8a28ea302e048dfa9679316c1d9
Entrenamirnto en sala,300a31bc847859ab5178e1b201b28390
Cicloindoor,5d13f6ec2c05e5729c3cf7553bf9ff6c
Rutina entrenamiento,4a22269eabd8ed6a969d7e663dd991cc
Magnolia,4bd784c41f96aa8775892a6592a5e631
Wso2,66532bb2cc65d77a447a160684e4d7e6
Paquete office expert,c166558b6b4ab9dd4d8ea9f122797b85
Delineación mecánica,163c06b8b8070fdc9cac9a5889e0dd5f
Resloutivo/a,3590955860e9df4ec0fc9e36e07d364a
Solidworks y autocad,948062c4cf8a8ad0ffc894a3400ac421
Planta de producción,f901c23af4f11ede239bb407df71e6df
Consumibles,5a8c52e880aca27093fee9f6018f1823
Tractora,33278e359d2ccdf04f7cfc90c589b61c
Arrastres,1253d9ccdc5715c1e6d915f7c16c76d2
Tecnico prevencion riesgos laborales,d094e2c75c4d8513c659cdff9f0ca316
Templadas,223cff53f6ebcd8ff947cc14632e36ff
Experiencia sobre el vidrio,20ad7bc13a88cbebf0ef96789bf866de
Sellar,83cc691c198b40caa4b6ce005bc4301e
Medicion de vidrio,828716876776e7cc51928ef74c1371fd
Conocimiento de materai,7d1136879f733ed7fd38515f29632daa
Montaje de vidrio en obra,6ebdb6f72de70edc3b0cadeca6b222de
Icoterms,1c3c120ad219ccec6a8fc2954ec28884
Operativo/a de tráfico terrestre,8832842f245df19a0d5a030cedf9be85
Operativo/a de tráfico (ftl),51c41c6de7c2776feff430fe293586ef
Ftl,4fbcd15c215d1d220f65de569c1d00ed
Producto tecnológico,80ea61805d52b5e641613a205422bf1b
Equipos mecánicos,911756990b354cdeb71554e7326f3fac
Gestion compras materia primas,2cdd0f90a154f0dcfd3efe66f4b7702e
Tintes,ea1c3d8e9e1ecca25f6fe25d43dc0159
Corte caballeros,518534599c63a8465c2790b24255d1f6
Redeme,44b112401658cf46315fb4a907277799
Extensiones de cabello,278e4e9ce439f9cfda507a90ad511653
Telefonia ip,6055f389283cb786b7073f61ce524059
Reparto a domicilio,505c0cc3ed0323daa8cdabea96eb8523
Regulación de la protección de datos,c47df1fbd3e773bec4f6cbb9e69c9635
Cyber compliance,80b31dba8e7d7349924684ca3519a7f8
Iso 31000,e3895d14bec40f35fbf303a88bc2a14b
Nóminas y laboral,e60a753a28ae52d7ec0fb7cd0f6e3524
Ventas online,77901bd4179754321154c8a6c0a7441a
Tendencia de moda,ab66d8c9c98de43aeb7cfc85079d363e
San fernando de henares,7d52e79f41321ae557699e699aedac12
Venta al por mayor,610162b74f7d55a2671252c6951691b3
Legacy frameworks,8a77fc9b584110dc12215e5dec1a372e
Organización en puesto de trabajo,8b8d5dd7ac705f4592731a03c277c81e
Mantenimiento de la máquina,0c39523e19c3ae15d580a34268aa31df
Manejo de la máquina,14b3039ec7e3eef9944947b1d0bb839a
Peritaje,b0d541acf775a989f751c61bf9fdbe40
Siltr@,93ac13775a156e0a52ff4236f3d45bd5
Conocimientos el rrhh,6f265b0c30cbf031aed03cf44e2d56fe
(cisco,d97d075f27073316f85beca1dbd5a2b2
Spectrum,c0d49cbee3b571a77b483aaceb20270f
Cisco dna,643d63fca001e9006b3cf635abe8b962
Cacti,b07dd75400a6098e977a104e969a8960
Cisco asa,4034108b6fa22f52248052344472c41d
Tac,5d3a42c73473c667d4eeddbefdd6ab47
Metodologia d'aprenentatge,f6bd0d89a669fae22bd12e01898e16f1
Gestió acadèmica,f4971da0e5fbd25b6fcd5ed1125a4dea
Tècniques didàctiques,28998fe3a37508ebe61dc9220d2440fe
Copywriter,d2af88cb19d3db3375266b63bfe8c55c
Comunicación inbound/outbound,8cfdf70add0e9a4e82f96c0bc6126b81
Diseño de campañas y promociones,ef089cd25c1ab237cb71f037c5279ee1
Conocimientos,f461644a6eb7deb7f05c0031c3b2ab8d
Reconocimiento de ingresos,f340137e9a00dea3b09c06013c4c6586
Líneas de empaquetado,95ffb2140965fc31b7611dbc6fbcbe5f
Conocimiento sobre convenios colectivos y métodos de aplicación. experiencia previa,8d65fca3ecc49b872dd087f28d3603b5
Psicologia,e3e07e93b83a194444793777af0de9a8
Venta de pintura,d3f700d561a30ce082d5b80854393485
Ventiladores,d07f661f5316e88575540d843fec4779
Calefactores,61e40d947bebe191b16e4fc48d7e6255
Contrucción,0599d54adfeb92d571ce6ec42335e13f
Geotecnia de carreteras,262fabb799dbd6d5bfa1df136ab96a1c
Archgis,792c723741697445f117ff850cb961d8
Calculo de firmes,fe25f06a5dcfb2df4d75e434f1a470f4
Drenaje de terrenos,42a9d825b4e6799bfb2e349ea3b647e4
Gesia,77d86888a386150dab795bf2d1cbe163
Caseware,6e7b9b69e8cf1c94f72ddc9ad668fccd
Aaccp,5ca210e77bb27cf68119d44bebd19bba
Documentos públicos,3072bac0fc9877118e9ff1b5ec68f858
Sector porcino,9cafccda2ac7f1d9f846c875d7e48124
Nutrición animal,064fd52c450bda46e2558e0f85d6b6e0
Alma,fc198cb6e0f97fc5d342bd029e77f29f
Carnet tipo b,501c662361740bd3c15f15423b6f61da
Riesgo electrico,37da747d1f8e728536ff9c74aa7ee706
Capacidad y planificación de turnos,4f988d89aae5272d79881601f976376e
Conocer ventas,4efe5aeb22a849fe4c7ef5577a289896
